Date,Open,High,Low,Close,Adj Close,Volume
1997-06-30,1857.000000,1936.000000,1826.000000,1918.000000,1918.000000,12360200
1997-07-07,1918.000000,2027.000000,1894.000000,2027.000000,2027.000000,16646300
1997-07-14,2027.000000,2060.000000,1972.000000,2010.000000,2010.000000,17596600
1997-07-21,2010.000000,2018.000000,1874.000000,1889.000000,1889.000000,13327400
1997-07-28,1889.000000,1987.000000,1833.000000,1973.000000,1973.000000,13172000
1997-08-04,1973.000000,2070.000000,1973.000000,2040.000000,2040.000000,14464700
1997-08-11,2040.000000,2048.000000,1997.000000,2004.000000,2004.000000,13071800
1997-08-18,2004.000000,2022.000000,1913.000000,1966.000000,1966.000000,11724100
1997-08-25,1966.000000,2012.000000,1910.000000,1980.000000,1980.000000,12883300
1997-09-01,1980.000000,2132.000000,1965.000000,2124.000000,2124.000000,14499600
1997-09-08,2124.000000,2326.000000,2124.000000,2307.000000,2307.000000,25246900
1997-09-15,2307.000000,2470.000000,2301.000000,2390.000000,2390.000000,25708100
1997-09-22,2390.000000,2592.000000,2355.000000,2592.000000,2592.000000,30263500
1997-09-29,2592.000000,2760.000000,2540.000000,2752.000000,2752.000000,25765600
1997-10-06,2752.000000,3010.000000,2722.000000,2943.000000,2943.000000,35298100
1997-10-13,2943.000000,3464.000000,2940.000000,3451.000000,3451.000000,36119600
1997-10-20,3451.000000,3634.000000,3368.000000,3512.000000,3512.000000,42055500
1997-10-27,3512.000000,3512.000000,2529.000000,2846.000000,2846.000000,20600100
1997-11-03,2846.000000,3255.000000,2827.000000,2958.000000,2958.000000,30048900
1997-11-10,2958.000000,3062.000000,2599.000000,2692.000000,2692.000000,23976800
1997-11-17,2692.000000,3109.000000,2692.000000,3077.000000,3077.000000,26414800
1997-11-24,3077.000000,3110.000000,2696.000000,2879.000000,2879.000000,22758600
1997-12-01,2879.000000,3135.000000,2798.000000,2968.000000,2968.000000,19436700
1997-12-08,2968.000000,2985.000000,2824.000000,2843.000000,2843.000000,24023800
1997-12-15,2843.000000,3146.000000,2843.000000,3145.000000,3145.000000,26681400
1997-12-22,3145.000000,3240.000000,2997.000000,3183.000000,3183.000000,20874300
1997-12-29,3183.000000,3517.000000,3169.000000,3451.000000,3451.000000,14940000
1998-01-05,3451.300049,3792.600098,3451.300049,3587.100098,3587.100098,35080100
1998-01-12,3587.100098,3587.100098,3175.300049,3384.800049,3384.800049,17810800
1998-01-19,3384.800049,3551.600098,3384.800049,3459.800049,3459.800049,24292000
1998-01-26,3459.800049,3576.199951,3459.800049,3547.199951,3547.199951,10474400
1998-02-02,3547.199951,3547.199951,2739.600098,2986.600098,2986.600098,23899500
1998-02-09,2986.600098,3069.199951,2631.699951,3014.600098,3014.600098,20110900
1998-02-16,3014.600098,3158.000000,2813.699951,2973.000000,2973.000000,18591700
1998-02-23,2973.000000,3426.600098,2973.000000,3272.199951,3272.199951,28444600
1998-03-02,3272.199951,3469.800049,3272.199951,3469.800049,3469.800049,23217200
1998-03-09,3469.800049,3572.600098,3308.600098,3389.199951,3389.199951,28624100
1998-03-16,3389.199951,3425.699951,3134.300049,3269.800049,3269.800049,19718200
1998-03-23,3269.800049,3351.699951,3213.100098,3313.800049,3313.800049,21621300
1998-03-30,3313.800049,3443.199951,3188.399902,3443.000000,3443.000000,21423200
1998-04-06,null,null,null,null,null,null
1998-04-13,3443.000000,4211.299805,3443.000000,4120.899902,4120.899902,44939800
1998-04-20,4120.899902,4428.299805,4026.600098,4089.600098,4089.600098,40793200
1998-04-27,4089.600098,4328.200195,3841.399902,4231.100098,4231.100098,29360400
1998-05-04,4194.500000,4366.200195,4060.399902,4210.100098,4210.100098,49034100
1998-05-11,4210.100098,4372.799805,4128.500000,4137.000000,4137.000000,44709800
1998-05-18,4137.000000,4186.899902,3922.699951,4108.000000,4108.000000,28137200
1998-05-25,4108.000000,4157.200195,3642.199951,3727.800049,3727.800049,42819000
1998-06-01,3727.800049,4080.000000,3565.699951,4080.000000,4080.000000,41943900
1998-06-08,4080.000000,4193.000000,3922.800049,4027.699951,4027.699951,41988900
1998-06-15,4027.699951,4128.000000,3745.000000,4007.100098,4007.100098,41687800
1998-06-22,4007.100098,4149.399902,3879.300049,4014.100098,4014.100098,37475600
1998-06-29,4014.100098,4485.100098,4004.600098,4485.100098,4485.100098,43151400
1998-07-06,4485.100098,4589.899902,4288.399902,4344.299805,4344.299805,53141800
1998-07-13,4344.299805,4614.899902,4165.700195,4514.799805,4514.799805,44926500
1998-07-20,4514.799805,4607.500000,4233.200195,4270.000000,4270.000000,48018700
1998-07-27,4270.000000,4390.000000,4222.399902,4322.299805,4322.299805,52094000
1998-08-03,4322.299805,4336.600098,3835.600098,3941.899902,3941.899902,37359100
1998-08-10,3941.899902,3977.899902,3217.000000,3351.699951,3351.699951,46908500
1998-08-17,3351.699951,3546.300049,3066.399902,3372.300049,3372.300049,48161500
1998-08-24,3372.300049,3372.300049,2399.600098,2672.000000,2672.000000,51247500
1998-08-31,2672.000000,2783.500000,2349.000000,2637.699951,2637.699951,44309400
1998-09-07,2637.699951,2755.500000,2221.300049,2328.699951,2328.699951,47045300
1998-09-14,2328.699951,2400.600098,1922.900024,2278.300049,2278.300049,45559800
1998-09-21,2278.300049,2653.300049,2107.800049,2336.899902,2336.899902,89931400
1998-09-28,2336.899902,2416.899902,1944.000000,2079.800049,2079.800049,53622700
1998-10-05,2079.800049,2079.800049,1818.699951,1946.099976,1946.099976,51962300
1998-10-12,1946.099976,2167.399902,1946.099976,1990.699951,1990.699951,69534600
1998-10-19,1990.699951,2302.600098,1971.000000,2274.800049,2274.800049,74823700
1998-10-26,2274.800049,2274.800049,2172.800049,2196.399902,2196.399902,18390900
1998-11-02,2196.399902,2616.000000,2196.399902,2554.699951,2554.699951,78251300
1998-11-09,2554.699951,2631.000000,1956.900024,2115.399902,2115.399902,56858300
1998-11-16,2115.399902,2370.600098,2115.399902,2333.500000,2333.500000,52585100
1998-11-23,2333.500000,2662.399902,2333.500000,2604.500000,2604.500000,88874500
1998-11-30,2604.500000,2663.300049,2479.199951,2534.600098,2534.600098,62942400
1998-12-07,2534.600098,2534.600098,2335.800049,2412.899902,2412.899902,36185700
1998-12-14,2412.899902,2493.300049,2186.800049,2339.699951,2339.699951,50832600
1998-12-21,2339.699951,2607.800049,2339.699951,2607.800049,2607.800049,59433200
1998-12-28,2607.800049,2679.100098,2515.800049,2597.899902,2597.899902,43275900
1999-01-04,2597.899902,2953.100098,2597.899902,2721.500000,2721.500000,86016800
1999-01-11,2721.500000,2776.000000,2343.000000,2482.300049,2482.300049,43376500
1999-01-18,null,null,null,null,null,null
1999-01-25,2482.300049,2568.199951,2301.899902,2568.199951,2568.199951,49547800
1999-02-01,2568.199951,2818.000000,2568.199951,2747.800049,2747.800049,65985900
1999-02-08,2747.800049,3111.899902,2747.300049,3088.899902,3088.899902,81104100
1999-02-15,3088.899902,3796.399902,3045.600098,3718.199951,3718.199951,111567400
1999-02-22,3718.199951,3957.699951,3500.899902,3890.800049,3890.800049,112126600
1999-03-01,3890.800049,4009.300049,3705.199951,3858.100098,3858.100098,111548400
1999-03-08,3858.100098,4184.700195,3794.800049,4124.100098,4124.100098,90305800
1999-03-15,4124.100098,4350.000000,3886.600098,4308.899902,4308.899902,98860300
1999-03-22,4308.899902,4621.600098,4174.500000,4554.100098,4554.100098,102555500
1999-03-29,null,null,null,null,null,null
1999-04-05,4554.100098,5001.399902,4403.899902,4607.000000,4607.000000,107533500
1999-04-12,4607.000000,4670.500000,3875.500000,4582.200195,4582.200195,95602100
1999-04-19,4582.200195,5157.899902,4267.100098,5154.200195,5154.200195,111254000
1999-04-26,5154.200195,5666.600098,5154.200195,5354.000000,5354.000000,142523200
1999-05-03,5354.000000,5766.200195,5300.700195,5606.500000,5606.500000,114077000
1999-05-10,5606.500000,5844.200195,5262.500000,5656.200195,5656.200195,134037400
1999-05-17,5656.200195,5887.100098,5124.299805,5496.500000,5496.500000,98429000
1999-05-24,5496.500000,5699.600098,4981.600098,5247.399902,5247.399902,112288300
1999-05-31,5247.399902,5368.000000,4869.700195,5367.000000,5367.000000,81669300
1999-06-07,5367.000000,5679.500000,5182.299805,5531.799805,5531.799805,94506800
1999-06-14,5531.799805,5544.600098,4976.600098,5321.600098,5321.600098,94140200
1999-06-21,5321.600098,5321.600098,4904.299805,4941.600098,4941.600098,68205400
1999-06-28,4941.600098,5253.399902,4547.899902,4860.899902,4860.899902,115031200
1999-07-05,4860.899902,5128.799805,4542.100098,5128.799805,5128.799805,80729800
1999-07-12,5128.799805,5917.399902,5128.799805,5676.299805,5676.299805,156200500
1999-07-19,5676.299805,6159.399902,5639.299805,5782.899902,5782.899902,121514800
1999-07-26,5782.899902,5874.299805,5517.899902,5805.500000,5805.500000,92456400
1999-08-02,5805.500000,5807.600098,5527.600098,5641.799805,5641.799805,55983800
1999-08-09,5603.700195,5863.700195,5577.299805,5690.200195,5690.200195,77264400
1999-08-16,5786.600098,5899.299805,5752.899902,5807.100098,5807.100098,16985100
1999-08-23,5807.100098,5807.100098,4872.399902,5277.299805,5277.299805,35820000
1999-08-30,5277.299805,5358.600098,4984.100098,5358.600098,5358.600098,65182900
1999-09-06,5358.600098,6216.399902,5358.600098,6178.299805,6178.299805,132493200
1999-09-13,6178.299805,6213.200195,5926.299805,6165.799805,6165.799805,90606800
1999-09-20,6165.799805,6271.399902,6045.600098,6179.299805,6179.299805,98474800
1999-09-27,6179.299805,6230.000000,5892.700195,5961.500000,5961.500000,78008500
1999-10-04,5961.500000,5966.200195,5719.899902,5794.799805,5794.799805,77029500
1999-10-11,5794.799805,5985.600098,5646.299805,5930.799805,5930.799805,92906800
1999-10-18,5930.799805,6160.500000,5791.000000,6160.500000,6160.500000,101702000
1999-10-25,6160.500000,6563.500000,6160.500000,6556.100098,6556.100098,111242500
1999-11-01,6556.100098,7159.600098,6423.600098,7132.500000,7132.500000,146041800
1999-11-08,7132.500000,8384.700195,7050.299805,8298.599609,8298.599609,239264800
1999-11-15,8298.599609,8732.700195,8156.100098,8509.400391,8509.400391,170032200
1999-11-22,8509.400391,9005.500000,7856.600098,7994.899902,7994.899902,187446600
1999-11-29,7994.899902,9633.299805,7799.700195,9408.200195,9408.200195,251193000
1999-12-06,9408.200195,11802.099609,9408.200195,11467.799805,11467.799805,286850900
1999-12-13,11467.799805,13437.599609,11467.799805,13206.099609,13206.099609,321177600
1999-12-20,13206.099609,14405.500000,13073.200195,14403.799805,14403.799805,243100700
1999-12-27,14403.799805,16182.299805,14403.799805,15208.799805,15208.799805,95901600
2000-01-03,15208.799805,17802.099609,15208.799805,15837.400391,15837.400391,212799000
2000-01-10,15837.400391,19332.099609,15293.200195,19110.300781,19110.300781,254807000
2000-01-17,19110.300781,20617.900391,16928.199219,17258.000000,17258.000000,268414700
2000-01-24,17258.000000,18814.199219,16419.900391,18172.300781,18172.300781,209365800
2000-01-31,18172.300781,18400.800781,15378.900391,16870.599609,16870.599609,210330500
